〇	〔{〇}aa〕
𦆨	〔糸厲sl〕
𦆭	〔糸寧sn〕
𦆲	〔糸廖sl〕
𦆷	〔糸再sz〕
𦆸	〔糸遙sy〕
𦆻	〔.sl〕
𦆾	〔素率sl〕
𦇀	〔糸慧sh〕
𦇁	〔糸敷sf〕
𦇄	〔.sl〕〔糸田st〕
𦇅	〔糸貝sb〕
𦇉	〔糸叚sj〕
𦇊	〔糸輝sh〕
𦇋	〔糸丨sa〕
𦇌	〔糸丶sd〕
𦇎	〔糸蔥sc〕
𦇔	〔糸歷sl〕
𦇖	〔糸頻sp〕
𦇘	〔糸麇sj〕
𦇙	〔糸舉sj〕
𦇛	〔糸賴sl〕
𦇝	〔糸縈sy〕
𦇠	〔糸蕙sh〕
𦇧	〔糸罽sj〕
𦇪	〔糸戍su〕
𦇬	〔糸龠sy〕
𦇱	〔糸叢sc〕
𦇲	〔糸土st〕
𦇳	〔糸灭sm〕
𦇵	〔糸糸ss〕〔幽絲ys〕
𦇸	〔.sh〕〔糸敫sj〕
𦈃	〔糸囊sn〕
𦈅	〔.sy〕〔糸疊sd〕
𦈈	〔纟斥si〕
𦈉	〔纟军sj〕
𦈋	〔纟酉sy〕
𦈌	〔纟束su〕
𦈎	〔纟单sd〕
𦈏	〔纟昏sh〕
𦈐	〔纟连sl〕
𦈑	〔.sy〕
𦈒	〔纟枲sx〕
𦈓	〔纟畏sw〕
𦈔	〔纟骨sg〕
𦈕	〔纟俞sy〕
𦈖	〔.st〕
𦈗	〔纟匪sf〕
𦈘	〔.sd〕
𦈙	〔纟聂sn〕
𦈚	〔纟戚sq〕
𦈛	〔纟最sz〕
𦈜	〔纟集sj〕
𦈝	〔.ss〕
𦈞	〔.sb〕
𦈟	〔纟禁sj〕
𦈠	〔.sy〕
𦈡	〔纟需sx〕
𦈣	〔.fx〕〔.fy〕
𦈤	〔.fq〕〔.fy〕
𦈥	〔缶亍fi〕
𦈦	〔缶火fh〕
𦈧	〔缶不fb〕
𦈨	〔.fj〕〔缶开fk〕
𦈩	〔.fg〕
𦈬	〔缶此fc〕〔此缶cf〕
𦈰	〔缶圭fg〕
𦈲	〔缶亥fh〕
𦈵	〔.fj〕〔缶工fg〕
𦈶	〔缶否ff〕
𦈷	〔.fl〕〔缶儿fe〕
𦈸	〔缶或fh〕
𦈺	〔缶周fv〕
𦈻	〔缶戔fj〕
𦉂	〔缶重fv〕
𦉆	〔缶查fi〕
𦉉	〔缶留fl〕
𦉊	〔缶寸fc〕
𦉋	〔𠂉乎rh〕
𦉌	〔缶乎fh〕
𦉎	〔缶崔fc〕
𦉐	〔缶瓶fp〕
𦉑	〔𠂉乎rh〕
𦉓	〔缶鳥fn〕
𦉔	〔缶巴fb〕〔爫巴vb〕
𦉘	〔缶牚fi〕
𦉙	〔.fj〕
𦉛	〔缶丁fd〕
𦉝	〔.fj〕〔缶冖fb〕
𦉟	〔缶齒fi〕
𦉢	〔.fl〕〔缶口fk〕
𦉧	〔缶獻fx〕〔獻缶xf〕
𦉬	〔罒丁sd〕
𦉳	〔冂双ku〕
𦉹	〔罒勺su〕
𦊁	〔罒比sb〕
𦊂	〔罒互sh〕
𦊃	〔罒今sj〕
𦊄	〔罒王sw〕
𦊅	〔犬儿qe〕〔冖犬bq〕
𦊇	〔冖六bl〕
𦊊	〔罒天st〕
𦊋	〔.mw〕
𦊌	〔冂月ko〕〔月又oy〕
𦊎	〔罒示su〕
𦊐	〔罒巨sj〕
𦊑	〔罒卯sm〕
𦊓	〔罒令sl〕
𦊔	〔罒又sy〕
𦊘	〔网禾wh〕
𦊜	〔罒禾sh〕
𦊞	〔.sm〕〔网民wm〕
𦊦	〔冂巳ks〕
𦊧	〔.nm〕
𦊪	〔网合wh〕
𦊫	〔罒光sg〕
𦊬	〔.wy〕
𦊲	〔罒各sg〕
𦊴	〔罒合sh〕
𦊼	〔罒吕sl〕
𦊽	〔罒豕su〕
𦊾	〔罒否sf〕
𦊿	〔.sy〕
𦋅	〔罒圭sg〕
𦋆	〔罒孤sg〕
𦋈	〔罒戔sj〕
𦋉	〔罒服sf〕
𦋋	〔.sl〕〔罒毛sm〕
𦋎	〔罒炎sy〕
𦋏	〔罒录sl〕
𦋓	〔罒卷sj〕
𦋞	〔罒削sx〕
𦋡	〔罒某sm〕
𦋢	〔冂俞ky〕
𦋣	〔.sh〕〔罒叹st〕
𦋥	〔罒約sy〕
𦋪	〔罒延sy〕
𦋯	〔.sy〕〔罒瓜sg〕
𦋰	〔罒兼sj〕
𦋳	〔罒罡sg〕
𦋿	〔罒曹sc〕
𦌀	〔罒參sc〕
𦌁	〔罒婁sl〕
𦌂	〔.sy〕
𦌈	〔罒接sj〕
𦌉	〔罒敕si〕
𦌊	〔.su〕〔罒欠sq〕
𦌒	〔.sl〕〔罒小sx〕
𦌔	〔.ss〕〔罒巽sx〕
𦌕	〔罒路sl〕
𦌗	〔罒欻si〕
𦌚	〔罒奠sd〕
𦌟	〔罒禄sl〕
𦌡	〔罒黽sm〕
𦌢	〔罒綈st〕
𦌥	〔罒刂sd〕
𦌦	〔罒瓜sg〕
𦌧	〔罒剡su〕
𦌨	〔网火wh〕
𦌩	〔罒又sy〕
𦌪	〔.st〕〔罒炎sy〕
𦌬	〔罒舞sw〕
𦌰	〔罒綺sq〕
𦌷	〔罒賣sm〕〔.sy〕
𦌸	〔.sh〕〔罒欠sq〕
𦌺	〔.jq〕
𦌾	〔罒繯sh〕
𦌿	〔罒麗sl〕
𦍀	〔罒難sn〕
𦍁	〔.sb〕〔罒糸ss〕
𦍄	〔罒鹿sl〕
𦍅	〔.wx〕
𦍆	〔罒袁sy〕
𦍌	〔丷王bw〕〔.ct〕
𦍏	〔羊人yr〕
𦍑	〔羌丶qd〕
𦍒	〔.yt〕
𦍕	〔.yq〕〔犭羊qy〕
𦍙	〔歹羊dy〕
𦍣	〔羊屯yt〕
𦍦	〔羊出yi〕
𦍧	〔羊此yc〕〔此羊cy〕
𦍩	〔羊古yg〕
𦍪	〔.yv〕
𦍭	〔羊瓦yw〕
𦍱	〔.yb〕〔羊丶yd〕
𦍲	〔歹羊dy〕
𦍴	〔羊尔ye〕
𦍵	〔羊句yj〕
𦍷	〔羊皮yp〕
𦍸	〔丷寸bc〕
𦍹	〔羊多yd〕〔多羊dy〕
𦍺	〔羊字yz〕
𦍼	〔羊亘yg〕
𦎁	〔羊吉yj〕
𦎄	〔羊死ys〕
𦎇	〔羊豕yu〕
𦎈	〔羊角yj〕
𦎊	〔.ym〕〔羊八yb〕
𦎌	〔羊含yh〕
𦎎	〔羊甫yf〕
𦎏	〔羊束yu〕
𦎐	〔羊里yl〕
𦎑	〔羊吕yl〕
𦎒	〔羊身yu〕〔身羊uy〕
𦎓	〔.yl〕〔羊儿ye〕
𦎕	〔丷女bn〕
𦎘	〔羊或yh〕
𦎚	〔羊手yu〕〔入手ru〕
𦎜	〔.yi〕
𦎝	〔.on〕
𦎞	〔羊乳yr〕
𦎠	〔羊居yj〕
𦎢	〔羊亟yj〕
𦎣	〔.yy〕〔羊土yt〕
𦎥	〔羊皆yj〕
𦎦	〔羊攵yw〕〔矛羊my〕
𦎧	〔亠二we〕
𦎨	〔羊眉ym〕〔眉羊my〕
𦎭	〔羊复yf〕
𦎮	〔羊殳yu〕
𦎯	〔羊殳yu〕〔土羊ty〕
𦎰	〔羊骨yg〕
𦎱	〔羊害yh〕
𦎲	〔羊羽yy〕
𦎵	〔羊能yn〕
𦎶	〔丷矢bu〕
𦎷	〔羊執yv〕〔執羊vy〕
𦎸	〔羊責yz〕
𦎹	〔羊婁yl〕
𦎼	〔.yk〕
𦎽	〔羊莧yx〕
𦏀	〔.ym〕〔羊見yj〕
𦏂	〔羊口yk〕
𦏅	〔羊厥yj〕
𦏆	〔羊童yt〕
𦏇	〔羑羑yy〕
𦏑	〔羊幾yj〕
𦏔	〔羊喜yx〕
𦏕	〔羊蜀yu〕
𦏗	〔.xg〕
𦏛	〔.yc〕〔羊木ym〕
𦏜	〔與羊yy〕
𦏞	〔亡羊wy〕〔羊凡yf〕
𦏢	〔羊賣ym〕
𦏤	〔羊可yk〕
𦏥	〔羊大yd〕
𦏦	〔羊敢yg〕
𦏨	〔.yh〕〔羊八yb〕
𦏮	〔羊隹yv〕
𦏳	〔羽乚yg〕
𦏴	〔羽于yy〕
𦏷	〔羽大yd〕〔大羽dy〕
𦏸	〔羽也yy〕
𦏹	〔羽干yg〕
𦏺	〔羽工yg〕
𦏻	〔.yx〕〔羽亏yk〕
𦏿	〔山羽uy〕
𦐁	〔羽也yy〕
𦐄	〔羽亢yk〕〔亢羽ky〕
𦐅	〔羽及yj〕
𦐆	〔羽巴yb〕
𦐇	〔.yo〕〔日羽oy〕
𦐈	〔羽分yf〕
𦐉	〔屮羽cy〕〔.yy〕
𦐌	〔.yg〕
𦐍	〔羽夬yg〕
𦐏	〔羽及yj〕
𦐓	〔羽友yy〕
𦐖	〔羽只yv〕
𦐛	〔羽句yj〕
𦐠	〔羽氐yd〕
𦐡	〔羽弗yf〕〔弗羽fy〕
𦐣	〔羽朱yv〕
𦐤	〔羽亥yh〕〔亥羽hy〕
𦐦	〔羽各yg〕
𦐨	〔羽朱yv〕
𦐰	〔羽圭yg〕
𦐳	〔羽冖yb〕〔比羽by〕
𦐷	〔羽册yc〕
𦐸	〔羽否yf〕〔否羽fy〕
𦐹	〔羽辛yx〕
𦐺	〔羽肖yx〕〔肖羽xy〕
𦐽	〔.yy〕
𦐾	〔羽束yu〕〔束羽uy〕
𦐿	〔羽廷yt〕
𦑀	〔.ym〕〔羽儿ye〕
𦑁	〔羽夂yw〕
𦑂	〔厶羽sy〕〔羽夂yw〕
𦑇	〔.yt〕
𦑈	〔.yj〕
𦑋	〔羽卒yz〕〔卒羽zy〕
𦑌	〔羽或yh〕
𦑍	〔羽或yh〕〔或羽hy〕
𦑎	〔羽奄yy〕
𦑏	〔羽隹yv〕
𦑑	〔.yx〕〔心羽xy〕
𦑒	〔羽干yg〕〔.by〕
𦑓	〔.yy〕〔丨羽ay〕
𦑘	〔羽咸yx〕〔咸羽xy〕
𦑙	〔.yh〕〔彖羽ty〕〔羽彖yt〕
𦑚	〔.yh〕
𦑛	〔羽爰yy〕
𦑜	〔.yg〕〔革羽gy〕
𦑝	〔羽重yv〕〔重羽vy〕
𦑞	〔.yf〕〔羽田yt〕
𦑟	〔羽訇yh〕
𦑠	〔羽皇yh〕
𦑡	〔羽是yu〕〔是羽uy〕
𦑣	〔.yi〕〔羽臼yj〕
𦑩	〔羽軍yj〕
𦑯	〔.yj〕
𦑱	〔羽隺yh〕
𦑲	〔.ys〕〔.yt〕〔罒羽sy〕〔羽八yb〕
𦑵	〔.yf〕
𦑶	〔.yt〕〔.yu〕
𦑸	〔.yx〕〔彳羽xy〕〔羽攵yw〕
𦑹	〔臼羽jy〕〔羽日yo〕
𦑺	〔羽差yi〕〔差羽iy〕
𦑻	〔羽韋yw〕〔韋羽wy〕
𦑼	〔.yt〕〔羽羽yy〕
𦑾	〔羽日yo〕
𦑿	〔羽東yd〕
𦒀	〔羽豈yq〕〔豈羽qy〕
𦒁	〔羽差yi〕
𦒄	〔羽彗yh〕
𦒅	〔羽𦰩yh〕
𦒆	〔羽習yx〕
𦒈	〔.yh〕〔羽艹yc〕〔人羽ry〕
𦒍	〔羽童yt〕〔童羽ty〕
𦒎	〔羽惠yh〕
𦒏	〔羽堯yy〕
𦒐	〔羽敝yb〕
𦒑	〔.yj〕〔羽矞yy〕
𦒘	〔覀羽xy〕
𦒜	〔羽亶yd〕〔亶羽dy〕
𦒝	〔羽感yg〕〔感羽gy〕
𦒟	〔.yp〕〔羽臼yj〕〔.by〕
𦒦	〔.yl〕
𦒧	〔羽霍yh〕〔霍羽hy〕
𦒰	〔.tv〕〔泰翟td〕
𦒴	〔老山lu〕
𦒶	〔耂勿lw〕
𦒺	〔老又ly〕
𦒻	〔耂占lv〕
𦓁	〔.ly〕
𦓈	〔.lh〕〔老老ll〕
𦓋	〔.hh〕〔老老ll〕
𦓍	〔者仁vr〕
𦓎	〔而刂ed〕
𦓑	〔而九ej〕
𦓓	〔.ew〕
𦓔	〔而而ee〕
𦓕	〔而曳ey〕
𦓖	〔而忍er〕
𦓝	〔.vd〕〔而山eu〕
𦓢	〔而犬eq〕〔犬而qe〕
𦓥	〔耒卩le〕
𦓧	〔耒八lb〕
𦓬	〔耒平lp〕
𦓯	〔耒圭lg〕
𦓰	〔耒全lq〕
𦓱	〔耒各lg〕
𦓲	〔耒如lr〕
𦓳	〔耒共lg〕
𦓴	〔耒肖lx〕
𦓶	〔耒辰li〕
𦓹	〔耒來ll〕
𦓺	〔耒争lv〕
𦓻	〔耒易ly〕
𦓼	〔耒昆lk〕
𦓽	〔耒委lw〕
𦓾	〔.lj〕〔耒囷lq〕
𦔂	〔耒是lu〕
𦔃	〔耒英ly〕
𦔄	〔耒省lu〕
𦔅	〔耒突lt〕
𦔆	〔.lf〕〔耒田lt〕
𦔈	〔耒矢lu〕
𦔉	〔耒重lv〕
𦔋	〔耒茸lr〕
𦔌	〔耒耆lq〕
𦔍	〔.lf〕〔耒寸lc〕
𦔎	〔.lc〕〔耒夂lw〕
𦔓	〔.li〕〔耒离ll〕
𦔔	〔耒曼lm〕
𦔖	〔耒連ll〕
𦔛	〔耒童lt〕
𦔜	〔耒異ly〕
𦔞	〔耒攵lw〕
𦔠	〔耒萆lb〕
𦔣	〔耒母lm〕
𦔥	〔.lg〕〔耒幸lx〕
𦔦	〔耒會lh〕
𦔧	〔耒愚ly〕
𦔩	〔.lb〕〔耒灬lh〕
𦔫	〔耒翼ly〕
𦔬	〔耒瞿lq〕
𦔭	〔耒靡lm〕
𦔮	〔耳乚eg〕
𦔯	〔耳八eb〕〔八耳be〕
𦔰	〔耳乛ea〕
𦔳	〔耳力el〕
𦔷	〔耳幺ey〕
𦔸	〔耳工eg〕
𦔹	〔耳叉ei〕
𦔼	〔.ew〕
𦔿	〔耳天et〕
𦕅	〔耳卬ea〕
𦕆	〔耳牙ey〕
𦕈	〔耳少eu〕
𦕉	〔耳少eu〕〔少耳ue〕
𦕏	〔耳中ev〕
𦕒	〔耳占ev〕
𦕓	〔.eg〕
𦕖	〔耳止ev〕
𦕙	〔耳句ej〕
𦕛	〔耳民em〕
𦕠	〔耳共eg〕
𦕣	〔耳延ey〕
𦕬	〔耳阝ee〕
𦕯	〔耳大ed〕
𦕰	〔耳朵ed〕
𦕵	〔耳牢el〕
𦕷	〔耳汞eg〕
𦕸	〔耳里el〕
𦕽	〔耳伸eu〕
𦖀	〔耳孚ef〕
𦖃	〔耳見ej〕
𦖈	〔耳奄ey〕
𦖉	〔耳罔ew〕
𦖊	〔耳奇eq〕
𦖋	〔耳垂ei〕
𦖍	〔耳果eg〕
𦖎	〔.ek〕〔耳今ej〕
𦖐	〔耳卸ex〕
𦖒	〔耳卒ez〕
𦖔	〔耳亏ek〕
𦖝	〔刺耳ce〕〔耳刺ec〕
𦖞	〔昏耳he〕〔耳昏eh〕
𦖠	〔耳炎ey〕
𦖢	〔耳音ey〕
𦖤	〔耳星ex〕
𦖦	〔耳頁ey〕
𦖧	〔.ey〕〔耳女en〕
𦖩	〔.er〕〔而耳ee〕〔耳大ed〕
𦖬	〔.ex〕〔耳皿em〕
𦖭	〔耳俞ey〕
𦖯	〔耳爲ew〕
𦖲	〔耳叚ej〕
𦖵	〔耳爰ey〕
𦖶	〔耳厶es〕
𦖸	〔.ez〕〔耳夂ew〕
𦖺	〔耳兹ez〕
𦖼	〔耳骨eg〕
𦖽	〔.ey〕〔火耳he〕〔耳冖eb〕
𦖾	〔耳兼ej〕
𦖿	〔.ed〕〔耳合eh〕
𦗀	〔耳真ev〕
𦗁	〔耳真ev〕〔真耳ve〕
𦗅	〔耳厶es〕
𦗋	〔耳容er〕
𦗍	〔耳旁ep〕
𦗐	〔.ey〕〔耳豕eu〕
𦗑	〔.ed〕〔耳古eg〕
𦗒	〔耳郭eg〕
𦗓	〔耳鹿el〕
𦗔	〔耳巢ei〕
𦗕	〔耳麻em〕〔麻耳me〕
𦗖	〔.el〕
𦗗	〔耳習ex〕
𦗛	〔耳區eq〕
𦗜	〔耳從ec〕
𦗡	〔.eq〕〔耳覃et〕
𦗢	〔耳善eu〕
𦗣	〔耳黑eh〕
𦗥	〔耳敝eb〕〔敝耳be〕
𦗧	〔耳答ed〕
𦗨	〔耳毳ec〕
𦗬	〔耳間ej〕
𦗭	〔耳彭ep〕〔彭耳pe〕
𦗮	〔.es〕
𦗱	〔耳成ei〕〔未耳we〕
𦗲	〔耳舛ei〕
𦗳	〔耳農en〕
𦗴	〔耳當ed〕
𦗵	〔.ec〕〔耳木em〕
𦗹	〔耳僉eq〕
𦗻	〔耳品ep〕
𦗼	〔.ej〕〔僉耳qe〕〔耳僉eq〕
𦘁	〔耳聞ew〕
𦘂	〔耳綿em〕
𦘊	〔耳歷el〕
𦘌	〔.me〕〔金耳je〕〔耳昏eh〕
𦘍	〔.eg〕〔耳闋eq〕
𦘐	〔耳麗el〕
𦘒	〔肀一ya〕〔.yy〕
𦘔	〔聿彡yp〕
𦘙	〔聿日yo〕
𦘤	〔肅史su〕
𦘩	〔月八ob〕
𦘪	〔.oh〕
𦘮	〔月乜om〕
𦘲	〔月入or〕
𦘴	〔.ov〕〔月七oq〕
𦘵	〔月九oj〕
𦘶	〔月川oi〕
𦘸	〔.oq〕
𦘹	〔月山ou〕
𦘼	〔.yo〕
𦘿	〔月又oy〕
𦙀	〔月反of〕
𦙂	〔.rb〕〔不肉br〕
𦙆	〔月氏ou〕
𦙇	〔.or〕
𦙈	〔.oc〕〔月十ou〕
𦙉	〔月几oj〕
𦙔	〔月爫ov〕〔爫月vo〕
𦙙	〔月水ou〕
𦙜	〔月厄oe〕
𦙧	〔肉少ru〕
𦙨	〔.od〕〔月弓og〕
𦙫	〔月正ov〕
𦙮	〔月穴ox〕
𦙯	〔月代od〕〔代月do〕
𦙱	〔月册oc〕
𦙴	〔月主ov〕
𦙶	〔月古og〕
𦙸	〔月用oy〕
𦙺	〔加月jo〕〔月加oj〕
𦙻	〔月灭om〕
𦚈	〔月石ou〕
𦚊	〔月号oh〕
𦚏	〔立月lo〕〔月立ol〕
𦚐	〔月它ot〕
𦚔	〔月召ov〕
𦚝	〔月冰yb〕
𦚞	〔月匡ok〕
𦚡	〔月血ox〕
𦚢	〔.oy〕〔月匕ob〕
𦚣	〔月艮og〕
𦚥	〔月缶of〕
𦚦	〔月丞oi〕
𦚧	〔月旬ox〕
𦚨	〔.rq〕〔丰肉fr〕
𦚩	〔月朵od〕
𦚫	〔月大od〕
𦚱	〔月老ol〕
𦚵	〔月西ox〕
𦚷	〔合肉hr〕
𦚸	〔月亘og〕
𦚼	〔月曲oq〕
𦛅	〔肉安ra〕
𦛇	〔决肉jr〕
𦛈	〔月曳oy〕
𦛊	〔月存oc〕
𦛋	〔月吉oj〕
𦛏	〔.oq〕〔月土ot〕
𦛓	〔月臼oj〕
𦛔	〔月疋op〕
𦛕	〔月劫oj〕
𦛖	〔.ov〕〔月乚og〕
𦛗	〔月吕ol〕
𦛘	〔月赤oi〕
𦛙	〔月成oi〕
𦛚	〔月口ok〕
𦛜	〔月含oh〕
𦛝	〔.ry〕〔余肉yr〕
𦛞	〔月邑oy〕
𦛟	〔月更og〕
𦛠	〔.on〕〔月土ot〕
𦛢	〔月国og〕
𦛣	〔月走oz〕
𦛤	〔.om〕
𦛨	〔月劳ol〕
𦛩	〔月告og〕
𦛮	〔月儿oe〕
𦛯	〔石月uo〕〔月又oy〕
𦛰	〔月迄oq〕
𦛱	〔月谷og〕
𦛲	〔月角oj〕
𦛼	〔月兵ob〕
𦜁	〔肉丰rf〕
𦜃	〔.ot〕〔月大od〕
𦜄	〔月夂ow〕
𦜆	〔月函oh〕
𦜇	〔月屈oq〕
𦜊	〔月木om〕
𦜋	〔月制ov〕
𦜍	〔月放of〕
𦜎	〔月承oi〕
𦜏	〔月戾ol〕
𦜐	〔月官og〕
𦜒	〔月夂ow〕
𦜓	〔月欣ox〕
𦜖	〔月亞oy〕
𦜛	〔月九oj〕
𦜜	〔.rq〕〔臣肉ir〕
𦜣	〔月土ot〕
𦜤	〔月月oo〕
𦜧	〔月巴ob〕
𦜭	〔月奔ob〕
𦜯	〔月灬oh〕
𦜰	〔月卓ov〕
𦜲	〔.oa〕〔月云oy〕
𦜳	〔月朋op〕
𦜴	〔股月go〕
𦝀	〔月奈on〕
𦝏	〔月厶os〕
𦝒	〔月取oq〕
𦝔	〔月知ov〕
𦝖	〔月月oo〕
𦝙	〔昔肉xr〕
𦝚	〔月盈oy〕
𦝛	〔月韋ow〕
𦝝	〔月奂oh〕
𦝞	〔月亭ot〕
𦝟	〔月厘ol〕
𦝢	〔月癸og〕
𦝣	〔月客ok〕
𦝤	〔月並ob〕
𦝥	〔.oi〕〔月臼oj〕
𦝦	〔月月oo〕
𦝧	〔月甚ou〕
𦝨	〔月皆oj〕
𦝪	〔.oy〕〔月土ot〕
𦝬	〔月突ot〕
𦝮	〔.oh〕〔月日oo〕
𦝰	〔.oc〕〔月心ox〕
𦝳	〔.oi〕
𦝴	〔月厶os〕
𦝷	〔月屏op〕
𦝼	〔月娄ol〕
𦝿	〔月点od〕
𦞁	〔月哉oz〕
𦞂	〔.od〕〔月合oh〕
𦞆	〔月土ot〕
𦞇	〔月禹oy〕
𦞈	〔月侯oh〕
𦞌	〔月恒oh〕
𦞕	〔.oh〕
𦞖	〔月看ok〕
𦞗	〔.og〕〔月厶os〕
𦞘	〔肉建rj〕
𦞙	〔月鬼og〕
𦞚	〔月屑ox〕
𦞛	〔月倉oc〕
𦞝	〔月氣oq〕
𦞞	〔.oh〕〔月干og〕
𦞟	〔月皿om〕
𦞠	〔月隼os〕
𦞡	〔月邕oy〕
𦞢	〔.oh〕〔月豕ou〕
𦞣	〔月蚤oz〕
𦞤	〔月宰oz〕
𦞥	〔月土ot〕
𦞦	〔月隺oh〕
𦞨	〔月宫og〕
𦞫	〔宀月bo〕〔月八ob〕
𦞬	〔.oq〕
𦞭	〔月窊ow〕
𦞮	〔月逆on〕
𦞱	〔肉鬼rg〕
𦞲	〔月蚩oi〕
𦞳	〔月容or〕
𦞵	〔月皋og〕
𦞽	〔月骨og〕
𦟂	〔月迷om〕
𦟃	〔月牂oz〕
𦟄	〔月桑os〕
𦟈	〔月害oh〕
𦟌	〔月展ov〕
𦟐	〔月馬om〕
𦟔	〔月致ov〕
𦟕	〔月昏oh〕
𦟘	〔月寅oy〕
𦟙	〔月灬oh〕
𦟛	〔月庸oy〕
𦟜	〔月責oz〕
𦟞	〔.og〕〔.oy〕
𦟟	〔月麻om〕
𦟠	〔月戚oq〕
𦟣	〔月夂ow〕
𦟤	〔月羞ox〕
𦟧	〔.yk〕〔月口ok〕
𦟪	〔月連ol〕
𦟮	〔月莽om〕
𦟰	〔.oc〕
𦟱	〔月宿os〕
𦟳	〔月巢oi〕
𦠁	〔炙束vu〕
𦠂	〔鳥肉nr〕
𦠄	〔月幾oj〕
𦠅	〔月尋ox〕
𦠆	〔.os〕〔月巽ox〕
𦠇	〔月曾oc〕
𦠉	〔月壹oy〕
𦠎	〔.ob〕〔月犬oq〕
𦠒	〔厥月jo〕〔月厥oj〕
𦠓	〔月禾oh〕〔厂月io〕
𦠕	〔亠肉wr〕
𦠖	〔月包ob〕
𦠚	〔月喬oq〕
𦠛	〔月替ot〕
𦠜	〔月華oh〕
𦠞	〔敝月bo〕〔月敝ob〕
𦠢	〔月就oj〕
𦠣	〔月攵ow〕
𦠦	〔月疏ou〕
𦠪	〔人肉rr〕
𦠷	〔囱胥cx〕
𦠸	〔.oi〕〔月多od〕
𦠹	〔炙炙vv〕
𦠺	〔炙昆vk〕
𦠻	〔月費of〕
𦠾	〔月戢oj〕
𦠿	〔.oz〕〔月韭oj〕
𦡂	〔月董od〕
𦡃	〔.on〕〔月里ol〕
𦡄	〔月都od〕
𦡅	〔月酉oy〕
𦡆	〔月窟ok〕
𦡉	〔盟月mo〕〔月盟om〕
𦡏	〔月電od〕
𦡐	〔月建oj〕
𦡕	〔月雹ob〕
𦡖	〔月歲os〕〔歲月so〕
𦡙	〔.oz〕〔月夂ow〕
𦡝	〔肉愛ra〕
𦡧	〔月業oy〕
𦡨	〔月皮op〕〔林皮lp〕
𦡪	〔月豆od〕
𦡫	〔月義oy〕
𦡭	〔.rj〕
𦡱	〔.ov〕〔月翟od〕
𦡲	〔月寧on〕
𦡴	〔月壽ou〕
𦡵	〔.oh〕
𦡷	〔月對od〕
𦡹	〔月㬎ox〕
𦡺	〔貝月bo〕〔月貝ob〕
𦡻	〔.op〕〔月几oj〕
𦡼	〔.ry〕〔疑肉yr〕
𦢂	〔月大od〕
𦢃	〔月言oy〕
𦢄	〔月裴op〕
𦢆	〔.ry〕
𦢊	〔月暴ob〕
𦢎	〔月廣og〕
𦢏	〔.ol〕〔月田ot〕
𦢐	〔月厶os〕
𦢒	〔月貝ob〕
𦢔	〔月慧oh〕
𦢙	〔.oq〕
𦢧	〔月瞢om〕
𦢩	〔月蕭ox〕
𦢫	〔月龍ol〕
𦢬	〔月蕊or〕
𦢯	〔月興ox〕
𦢱	〔月凡of〕〔君凡jf〕
𦢺	〔月焦oj〕
𦢿	〔.os〕〔月冏oj〕
𦣀	〔月聶on〕
𦣂	〔月豐of〕
𦣅	〔月爵oj〕
𦣇	〔月羅ol〕
𦣋	〔.ol〕〔月糸os〕
𦣍	〔月羹og〕
𦣒	〔月矍oj〕
𦣖	〔亡晶wj〕〔月晶oj〕
𦣘	〔月囊on〕
𦣛	〔月戀ol〕
𦣜	〔月疾oj〕
𦣢	〔.iu〕〔臣冂ik〕
𦣥	〔臣必ib〕
𦣦	〔臣臣ii〕
𦣧	〔臣二ie〕
𦣨	〔臣任ir〕
𦣩	〔.ii〕〔臣丨ia〕
𦣯	〔臣叚ij〕
𦣳	〔臣焦ij〕
𦣴	〔.qq〕
𦣶	〔臣八ib〕
𦣸	〔.ij〕〔臣皿im〕
𦣺	〔.zu〕
𦣻	〔.ho〕〔.za〕〔丆目ao〕
𦣾	〔自兀zw〕
𦤂	〔自殳zu〕
𦤇	〔自反zf〕
𦤈	〔自从zc〕
𦤊	〔自丑zi〕
𦤋	〔尸自uz〕〔自丨za〕
𦤎	〔自本zb〕
𦤏	〔自田zt〕
𦤕	〔臭夬ig〕
𦤖	〔自卒zz〕
𦤘	〔.zx〕
𦤙	〔.gi〕〔臬出ni〕
𦤚	〔.ib〕〔自丶zd〕〔臭丶id〕
𦤟	〔囟臭xi〕
𦤢	〔.bl〕〔洎侖jl〕
𦤣	〔孛臭bi〕
𦤤	〔自隺zh〕
𦤥	〔自翔zx〕
𦤦	〔臭曷ih〕
𦤧	〔臭柰in〕
𦤨	〔.iw〕〔自皿zm〕〔臭皿im〕
𦤩	〔自廉zl〕
𦤪	〔曷臭hi〕
𦤫	〔自鼻zb〕
𦤬	〔臭害ih〕
𦤷	〔至久vj〕
𦤸	〔至川vi〕〔川至iv〕
𦤹	〔至不vb〕
𦤻	〔.vg〕〔瓜至gv〕
𦤽	〔至尼vn〕
𦥂	〔.vg〕〔土至tv〕〔至冂vk〕
𦥉	〔室吾uw〕
𦥊	〔至孫vs〕
𦥍	〔至夏vx〕
𦥎	〔至執vv〕
𦥏	〔至至vv〕
𦥐	〔枲致xv〕
𦥗	〔臼了jl〕
𦥝	〔.jv〕
𦥣	〔臼尤jy〕
𦥦	〔臼末jm〕
𦥬	〔臼乍jv〕
𦥭	〔.jn〕〔臼屮jc〕〔.bj〕
𦥰	〔臼光jg〕
𦥱	〔臼巾jj〕
𦥻	〔臼垂ji〕
